lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
108,121.37,0,7,16,4,5,2,2018,2,1
111,99.28,0,8,13,3,1,1,2018,2,0
122,80.0,0,12,8,4,3,0,2018,2,1
210,90.95,1,8,7,4,3,2,2018,2,0
32,126.0,2,4,20,4,2,0,2018,2,0
72,84.15,0,12,26,3,3,1,2018,2,0
64,130.0,0,5,17,2,2,0,2018,1,0
3,65.0,0,9,27,2,0,2,2017,1,0
146,75.0,0,12,29,3,3,0,2017,2,0
0,142.67,1,9,8,4,3,0,2017,1,0
11,130.33,0,4,6,4,4,2,2018,2,0
19,90.0,0,6,22,2,2,0,2018,1,0
298,93.0,0,5,10,3,2,0,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,1
2,95.0,0,11,25,4,2,0,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,1
135,80.75,0,9,8,3,4,2,2018,2,0
34,96.3,0,5,8,3,1,2,2018,2,0
34,122.4,0,6,19,4,1,2,2018,2,1
122,60.59,0,4,18,4,3,1,2018,2,0
208,161.1,1,9,3,4,1,2,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,1
184,65.29,1,10,17,4,6,2,2017,2,0
36,91.0,0,10,13,3,3,0,2017,1,0
52,88.0,1,11,5,4,1,0,2018,2,0
286,117.0,0,9,16,3,2,0,2018,2,1
168,144.9,0,5,21,4,1,0,2018,2,1
58,93.6,1,12,9,4,2,0,2018,2,0
85,107.1,0,8,18,4,1,0,2018,2,1
46,105.5,1,11,4,4,3,0,2017,2,0
305,89.0,0,11,4,3,2,1,2018,2,1
43,103.84,0,8,23,4,5,2,2018,2,1
172,180.9,0,10,4,4,3,0,2018,2,1
5,81.0,1,2,26,4,2,0,2018,2,0
46,107.1,0,4,3,4,1,2,2018,2,0
44,149.4,0,9,25,4,1,2,2018,2,1
0,114.0,0,10,18,4,0,1,2017,2,0
104,120.8,3,7,18,4,6,3,2018,2,0
26,127.2,0,9,5,4,3,1,2018,2,1
52,115.09,1,10,31,4,5,1,2018,3,0
39,129.7,0,9,25,4,0,1,2018,1,0
61,91.0,0,10,4,3,0,2,2017,2,0
0,126.0,0,10,1,4,1,0,2017,2,0
179,108.9,2,10,1,4,1,2,2018,2,1
67,90.95,1,4,22,3,2,0,2018,2,0
151,76.5,2,8,21,4,3,2,2017,2,0
137,83.47,0,8,17,3,4,1,2017,2,0
90,48.6,0,7,7,4,15,5,2017,1,1
42,88.2,0,3,22,4,1,0,2018,2,0
68,118.8,1,4,26,4,2,0,2018,1,0
42,216.9,2,8,20,4,1,1,2018,2,0
9,98.64,0,12,25,4,3,2,2017,2,0
7,99.2,1,3,16,4,3,0,2018,2,0
31,109.8,0,4,14,4,3,1,2018,2,1
33,111.9,0,6,27,4,2,1,2018,2,1
130,105.3,0,7,17,4,1,2,2018,2,0
208,116.1,0,9,11,4,1,2,2018,2,1
51,63.75,1,3,10,4,3,1,2018,2,0
100,140.0,1,9,28,3,4,0,2018,2,0
32,70.0,1,12,27,3,5,1,2018,2,0
50,142.2,0,7,10,4,2,2,2018,3,0
1,100.1,1,10,12,4,2,0,2018,2,0
279,110.0,0,10,12,3,3,0,2018,2,1
39,67.5,0,2,13,4,1,0,2018,2,0
28,109.7,3,9,5,4,2,1,2018,2,0
233,90.0,0,10,14,3,2,1,2018,2,1
39,101.5,0,8,14,3,2,0,2017,2,0
276,95.67,0,9,22,3,3,0,2018,1,0
208,112.5,0,10,22,4,3,2,2018,2,1
140,113.5,1,3,26,4,4,2,2018,2,0
2,95.0,0,10,13,3,1,0,2018,2,0
3,67.0,1,11,24,2,1,0,2018,1,0
45,167.4,0,12,30,4,1,0,2018,3,1
95,103.29,1,5,6,3,2,0,2018,2,1
13,111.6,1,9,20,4,3,2,2017,2,0
335,80.0,0,10,13,3,3,0,2018,1,0
103,115.0,0,4,19,3,2,0,2018,1,1
34,224.67,0,9,23,3,3,0,2017,2,1
184,89.25,0,8,9,4,4,0,2018,2,1
256,100.75,0,10,16,4,3,2,2018,2,1
18,98.6,0,5,29,4,2,2,2018,2,1
178,100.3,0,6,4,4,3,2,2018,2,1
39,87.0,0,8,14,3,2,0,2017,1,0
182,117.9,2,9,30,4,2,0,2018,2,1
256,115.0,1,6,15,3,2,0,2018,2,1
62,109.8,1,9,1,4,3,0,2018,2,0
164,89.25,0,8,1,4,4,1,2018,2,1
155,126.48,0,9,16,4,4,2,2017,3,1
141,119.0,2,8,4,4,3,1,2018,2,0
118,110.0,0,6,6,3,3,1,2018,1,0
189,109.8,0,10,28,4,2,1,2018,2,1
26,88.0,1,11,2,2,1,0,2018,1,0
179,82.18,0,8,26,4,2,2,2018,1,1
4,60.4,0,2,14,3,0,1,2018,2,1
13,91.0,0,6,23,4,1,0,2018,2,0
90,127.71,3,12,26,4,3,1,2018,3,0
39,109.0,0,8,14,3,2,0,2017,2,0
164,100.0,0,10,2,3,2,0,2017,1,0
25,108.0,0,9,12,4,0,1,2018,1,1
141,115.61,1,5,18,3,2,0,2018,3,0
59,89.25,2,10,15,4,4,2,2017,2,0
0,109.0,0,8,14,3,2,0,2017,2,0
118,116.1,0,6,2,4,3,0,2018,2,1
251,73.35,1,11,21,4,1,1,2018,2,0
320,115.0,1,8,18,4,2,0,2018,2,1
24,50.0,0,12,5,2,1,2,2017,2,0
52,99.9,0,4,7,4,1,0,2018,1,1
263,110.0,0,10,21,3,2,0,2018,2,1
24,94.33,0,3,10,4,3,0,2018,2,0
84,65.0,0,9,7,2,1,0,2018,1,0
242,150.45,0,10,7,4,3,2,2018,3,1
161,130.0,0,3,25,4,2,1,2018,2,1
164,89.25,1,8,3,4,4,0,2018,2,0
94,139.5,0,7,28,4,1,0,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,0
139,99.9,0,5,15,4,1,2,2018,1,1
55,59.28,1,2,5,4,2,1,2018,2,0
14,139.0,1,7,8,4,1,0,2018,2,0
109,107.1,1,8,12,4,2,1,2018,2,0
3,123.0,0,10,19,2,2,1,2017,2,0
4,81.0,0,2,6,4,4,2,2018,2,1
1,166.0,3,8,3,4,1,0,2018,2,0
69,79.2,2,11,4,4,1,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,1
25,108.0,2,9,12,4,0,1,2018,1,0
81,135.0,0,10,21,4,2,1,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,0
58,81.0,0,1,27,3,3,0,2018,1,0
58,198.0,2,10,21,4,2,1,2018,2,0
0,45.0,2,4,28,3,1,0,2018,1,0
51,121.2,0,9,24,3,3,0,2017,2,0
5,123.7,0,9,18,3,0,2,2018,2,0
12,65.0,0,8,5,2,3,0,2017,2,0
7,215.0,2,5,13,4,1,0,2018,3,0
211,68.69,0,5,31,4,3,0,2018,2,1
38,63.06,1,3,9,4,4,1,2018,2,0
175,112.63,0,8,31,4,4,0,2018,2,1
223,102.85,0,10,3,4,3,1,2018,2,1
82,80.75,0,5,17,3,2,0,2018,2,0
386,90.0,1,10,23,4,0,2,2018,1,1
134,115.6,2,11,21,4,3,1,2018,3,1
169,97.54,2,8,18,4,2,0,2018,2,0
120,129.81,1,9,11,4,5,2,2018,3,0
6,121.75,2,10,31,4,3,1,2018,1,0
166,110.0,0,11,1,3,3,0,2018,1,1
0,145.0,1,9,15,2,1,0,2017,2,0
200,161.1,2,9,19,4,2,1,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,0
94,95.25,0,3,25,4,2,1,2018,2,0
66,87.3,1,9,2,4,2,1,2018,2,0
309,65.0,0,5,13,3,2,1,2018,2,0
2,76.12,1,11,27,4,5,4,2018,1,1
65,136.8,0,9,7,4,3,0,2018,2,1
82,93.6,1,12,23,4,1,0,2018,2,0
30,114.0,2,12,4,4,0,2,2018,1,0
45,139.5,1,10,7,4,2,2,2018,2,1
40,106.9,0,9,4,4,5,2,2018,0,1
30,140.0,0,6,2,3,2,0,2018,2,0
32,75.0,1,10,23,3,2,1,2017,2,0
1,100.0,0,6,2,2,2,0,2018,1,0
0,66.0,0,1,19,2,3,0,2018,1,0
166,130.0,0,11,1,3,3,0,2018,2,1
0,0.0,0,12,10,1,1,0,2017,1,0
117,80.75,1,8,1,3,1,2,2017,1,0
0,96.0,0,8,9,4,0,2,2017,2,0
315,52.0,0,12,2,3,2,0,2018,2,0
164,145.8,2,8,24,4,2,0,2018,3,1
85,99.9,1,7,25,4,1,1,2018,1,0
4,81.0,0,2,5,4,2,2,2018,2,1
88,87.3,0,7,5,3,4,0,2018,2,0
80,136.0,0,10,9,3,2,0,2017,2,0
24,149.0,2,9,18,4,1,2,2018,2,0
24,107.1,0,9,26,4,1,1,2018,2,1
20,95.0,1,9,18,3,2,2,2018,2,0
91,40.0,0,9,30,3,2,1,2018,2,0
112,99.95,0,5,7,4,1,1,2018,2,0
0,79.0,0,2,18,4,1,0,2018,2,0
39,121.8,1,3,23,4,3,0,2018,2,1
313,91.8,1,12,1,4,3,0,2018,2,1
207,108.9,3,10,4,4,1,0,2018,2,0
63,80.3,0,3,5,4,1,2,2018,2,0
121,68.0,0,11,16,3,4,2,2018,2,1
72,149.4,0,9,12,4,5,2,2018,2,0
308,52.0,0,11,25,3,2,0,2018,2,1
185,103.5,0,12,16,4,2,1,2018,2,0
16,108.67,0,12,8,4,3,0,2018,2,0
84,79.2,1,11,26,4,1,0,2018,2,1
3,0.0,0,9,17,1,1,0,2017,1,0
175,99.45,0,8,10,4,4,0,2018,2,1
0,126.0,1,6,22,4,1,0,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,1
10,166.0,0,7,23,4,1,0,2018,1,0
56,120.0,0,6,8,3,1,0,2018,2,0
107,130.0,1,6,10,3,2,0,2018,2,0
4,81.0,0,2,13,4,1,0,2018,2,0
33,0.0,1,2,20,4,0,0,2018,2,0
39,109.0,0,8,14,3,2,0,2017,2,0
136,198.9,0,5,26,4,3,0,2018,2,1
66,137.7,1,4,22,4,2,0,2018,3,1
177,77.03,0,7,18,4,2,1,2018,2,1
322,80.0,0,5,19,3,3,1,2018,2,1
26,143.65,1,11,13,4,5,2,2018,1,1
64,126.9,1,4,29,4,2,1,2018,2,1
51,116.1,0,4,28,4,3,2,2018,2,1
48,142.2,2,9,2,4,1,0,2018,3,0
48,168.3,3,8,15,4,4,1,2018,3,0
48,85.5,0,5,30,3,3,1,2018,2,0
147,111.19,2,9,8,4,3,1,2018,2,0
275,110.0,0,4,17,3,0,2,2018,2,1
39,107.1,1,7,1,4,1,0,2018,2,0
22,200.75,1,9,15,4,2,0,2018,2,1
123,162.0,1,9,20,4,5,1,2018,3,1
0,110.0,0,6,8,3,2,0,2018,1,0
98,73.95,0,3,16,4,4,0,2018,2,0
27,107.1,0,6,12,4,1,2,2018,2,1
271,62.64,0,12,3,4,1,2,2018,2,0
186,96.9,1,7,22,3,2,2,2018,3,0
0,95.0,0,10,10,2,0,1,2018,1,0
15,153.0,0,8,29,4,1,1,2017,2,1
52,132.9,0,7,8,4,2,1,2018,2,1
8,130.0,0,11,5,3,1,0,2018,2,0
85,82.45,0,3,29,4,4,0,2018,2,0
28,110.0,0,11,2,4,1,0,2018,1,1
2,89.0,0,3,10,4,1,0,2018,2,1
72,151.2,1,10,18,4,3,0,2018,3,1
173,365.0,1,7,25,3,2,1,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,1
4,62.0,0,3,18,3,1,0,2018,1,0
99,80.0,0,2,19,2,1,0,2018,1,0
70,134.1,0,7,7,4,1,0,2018,2,1
4,169.0,0,9,15,4,3,2,2018,2,0
59,85.0,0,10,29,3,2,0,2017,2,0
14,100.0,1,11,2,4,1,0,2018,1,0
270,62.8,0,4,20,3,4,0,2018,2,1
74,109.0,0,9,18,3,2,0,2017,2,0
298,75.0,0,5,10,3,2,0,2018,2,1
1,153.0,2,8,9,4,0,1,2017,2,0
166,110.0,0,11,1,3,3,0,2018,1,1
286,90.0,0,10,16,4,0,1,2018,2,1
83,167.4,1,6,14,4,1,0,2018,2,0
27,129.5,0,12,31,3,3,1,2017,2,0
13,96.0,0,12,5,4,0,1,2018,1,0
377,90.0,0,10,14,3,2,0,2018,1,1
95,126.9,1,8,5,4,2,1,2018,2,0
120,80.75,3,6,18,3,3,2,2018,2,0
81,90.9,0,6,23,4,1,0,2018,1,1
64,91.2,0,9,5,4,2,1,2018,2,1
5,84.8,0,12,28,4,1,0,2018,2,0
105,137.7,0,7,23,4,1,0,2018,3,1
61,93.6,1,12,8,4,3,0,2018,2,0
49,152.1,0,8,15,4,2,1,2018,2,1
109,90.96,1,5,8,3,3,2,2018,2,0
15,140.0,0,12,27,3,5,1,2018,3,0
101,107.1,0,8,3,4,6,2,2018,2,1
99,81.0,0,2,19,2,1,0,2018,1,0
33,62.0,0,1,25,2,1,1,2018,2,1
73,100.0,1,9,15,2,1,0,2018,2,1
84,78.3,0,3,3,4,3,0,2018,2,1
69,120.0,0,6,12,4,4,2,2018,1,1
102,101.5,0,10,16,3,2,0,2017,2,1
15,65.0,0,10,22,2,1,0,2018,1,0
0,105.34,1,5,24,4,1,0,2018,1,0
1,70.0,0,2,28,4,2,2,2018,2,1
19,95.9,1,9,19,3,1,1,2018,2,0
68,48.0,0,9,29,3,2,0,2017,2,0
15,142.64,1,11,8,4,1,0,2018,1,0
10,43.5,0,11,14,3,2,2,2017,2,0
6,155.2,2,11,6,4,3,2,2018,1,0
0,119.0,0,4,26,4,1,0,2018,2,0
115,90.9,1,10,26,4,1,0,2018,2,0
346,90.0,0,9,13,3,2,0,2018,1,1
60,101.99,1,9,5,4,5,1,2018,2,0
151,80.0,0,1,19,3,3,0,2018,1,0
73,119.85,1,5,12,4,3,2,2018,2,0
2,133.47,1,10,7,4,2,1,2018,2,0
165,108.04,0,7,6,4,4,2,2018,2,1
23,119.0,1,10,20,4,2,0,2018,2,1
21,75.0,0,10,12,3,3,1,2017,2,0
58,149.4,1,9,8,4,2,0,2018,2,0
15,86.0,0,2,18,3,3,0,2018,1,0
236,84.43,1,9,27,4,4,0,2018,2,1
21,67.0,0,11,21,2,0,1,2018,1,1
14,119.0,1,9,28,2,1,0,2018,1,0
81,99.45,1,3,24,4,3,1,2018,2,1
118,116.1,0,6,2,4,3,0,2018,2,1
257,101.5,0,7,1,3,2,0,2017,2,1
257,80.0,0,7,1,3,2,0,2017,1,0
109,143.7,1,8,5,4,2,1,2018,2,0
55,60.0,1,11,18,3,4,0,2017,2,0
0,9.0,0,10,11,4,0,2,2017,1,0
10,99.0,1,7,29,4,1,0,2018,2,0
82,122.76,2,11,4,4,3,2,2018,2,0
127,130.05,0,7,25,4,3,1,2018,3,0
128,146.7,2,7,8,4,2,0,2018,3,0
106,72.25,2,7,8,3,6,2,2018,2,0
57,177.3,0,4,16,4,1,2,2018,2,1
31,53.19,1,3,4,4,2,1,2018,2,0
52,78.3,0,3,3,4,3,0,2018,2,1
104,150.3,0,8,24,4,4,0,2018,3,1
9,127.67,0,3,28,4,5,1,2018,2,0
26,231.0,1,9,24,4,3,1,2017,2,1
247,115.0,1,6,6,3,1,1,2018,2,1
2,119.0,0,4,12,4,1,0,2018,2,0
268,78.0,0,4,8,3,3,2,2018,2,0
60,156.6,1,12,23,4,1,0,2018,2,0
35,89.0,0,5,16,2,0,1,2018,1,0
182,117.9,2,9,30,4,2,0,2018,2,1
240,70.55,1,12,31,4,2,2,2018,2,1
29,95.95,1,4,17,4,0,2,2018,2,0
195,112.2,2,8,17,4,5,2,2018,2,1
15,164.0,0,9,26,4,2,1,2018,2,0
301,90.0,0,7,30,3,1,1,2018,1,0
131,137.7,2,8,26,4,2,1,2018,3,0
0,89.0,0,3,21,4,0,1,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,0
73,67.83,0,11,24,3,3,0,2017,1,0
5,121.0,1,12,8,4,3,0,2018,2,0
42,135.0,2,8,30,4,5,2,2018,2,0
39,101.5,0,8,14,3,2,0,2017,2,0
2,80.0,1,2,10,4,2,0,2018,1,0
189,90.95,1,7,30,4,3,2,2018,2,0
20,118.15,1,9,20,4,3,2,2017,2,0
11,133.33,1,10,30,4,1,2,2018,2,0
213,102.85,2,10,1,4,2,2,2018,2,1
23,108.57,1,5,2,4,2,1,2018,2,0
19,109.0,1,3,18,4,2,0,2018,2,0
74,101.5,0,9,18,3,2,0,2017,2,0
123,72.25,2,12,29,4,3,0,2017,2,1
17,136.0,0,2,9,4,2,0,2018,3,1
33,88.0,1,12,10,4,1,0,2018,2,0
39,203.85,2,8,13,4,3,2,2018,2,0
159,123.3,1,10,26,4,4,1,2018,3,1
47,88.4,1,11,16,4,4,0,2018,2,0
179,113.4,0,9,30,4,2,2,2018,2,1
11,150.0,1,11,5,4,1,0,2018,2,1
2,82.4,0,3,17,3,1,0,2018,1,0
48,94.5,1,10,19,4,3,1,2017,2,0
75,65.0,0,6,15,2,1,0,2018,1,0
67,105.0,0,11,25,3,2,0,2018,3,0
62,109.8,2,9,3,4,1,2,2018,2,0
57,90.67,1,6,10,3,2,1,2018,2,0
179,85.6,1,7,25,3,3,1,2018,2,0
85,114.3,2,7,2,4,1,1,2018,2,0
44,75.0,0,2,17,3,3,0,2018,2,0
194,132.18,1,8,19,4,2,2,2018,3,1
101,70.99,2,4,9,4,5,2,2018,2,0
217,46.63,2,12,5,4,7,3,2018,2,0
82,72.25,0,6,6,3,3,1,2018,2,0
28,130.33,0,12,31,4,3,0,2017,2,1
14,75.27,2,11,14,4,3,1,2018,2,0
90,129.9,2,8,31,4,3,0,2018,2,0
3,56.0,1,3,1,1,3,0,2018,1,0
56,120.0,0,6,8,3,1,0,2018,2,0
20,124.16,1,11,6,4,2,2,2018,1,0
47,125.1,1,9,20,4,1,0,2018,2,0
181,250.0,0,10,11,3,1,0,2018,2,1
47,125.1,1,9,9,4,2,0,2018,2,0
81,95.2,0,3,26,4,2,2,2018,2,1
67,49.09,1,3,13,4,2,2,2018,2,0
4,65.0,1,2,15,2,1,1,2018,1,0
75,82.45,0,4,1,4,3,2,2018,2,1
206,177.3,2,8,2,4,3,0,2018,2,1
0,77.0,2,12,12,2,0,1,2018,2,0
11,186.0,2,5,28,4,1,0,2018,3,0
46,75.0,2,3,29,3,5,0,2018,2,0
44,75.6,0,10,25,4,0,2,2017,1,0
25,133.0,1,10,2,4,1,2,2018,2,1
192,66.71,0,5,28,4,5,2,2018,2,1
14,215.5,2,3,24,4,1,0,2018,2,0
195,99.45,1,7,25,4,5,2,2018,2,0
44,74.8,1,11,16,4,4,1,2018,2,0
170,70.0,1,4,23,3,1,2,2018,2,0
42,147.9,2,8,27,4,4,2,2018,2,0
6,65.0,0,12,2,2,1,0,2017,1,0
34,108.0,0,10,2,4,1,2,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,1
175,112.63,0,8,31,4,4,0,2018,2,1
5,139.0,1,7,14,4,3,0,2018,2,0
21,107.0,2,12,28,4,1,1,2017,2,0
103,134.1,0,8,29,4,1,1,2018,2,1
75,74.8,1,12,2,4,2,2,2018,2,0
57,130.5,2,9,6,4,4,0,2018,2,0
190,90.65,2,6,8,4,4,0,2018,2,1
6,69.5,2,1,12,4,2,0,2018,2,0
76,82.45,0,7,1,3,5,2,2018,2,0
100,72.25,2,12,12,4,1,2,2017,2,0
0,95.0,0,10,17,2,1,1,2018,1,0
108,138.55,2,7,6,4,4,1,2018,3,0
151,122.76,0,10,30,4,3,2,2018,3,1
314,75.0,0,10,12,3,3,0,2018,2,1
238,124.2,3,9,13,4,3,0,2018,2,0
52,88.4,2,12,1,4,3,1,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,0
13,86.0,0,2,3,2,4,0,2018,1,0
97,143.14,2,12,26,4,4,1,2018,2,0
83,93.6,0,3,24,4,3,1,2018,2,1
14,62.5,0,5,27,3,1,0,2018,1,0
120,118.8,0,9,1,4,3,1,2018,2,1
96,78.2,0,11,6,3,5,2,2018,2,1
14,100.0,0,10,15,3,2,0,2017,1,0
15,115.0,2,9,16,4,2,0,2017,2,0
20,231.0,1,8,6,4,1,0,2018,2,0
102,108.0,1,10,9,4,0,1,2018,2,0
4,93.17,1,4,15,4,2,1,2018,2,0
226,70.0,1,10,29,3,2,2,2018,2,0
179,90.95,1,7,17,4,2,2,2018,2,0
87,76.5,0,8,13,4,3,2,2017,2,1
80,93.6,1,11,19,4,1,2,2018,2,0
35,125.1,0,8,10,4,2,0,2018,2,1
30,98.1,0,5,25,4,1,0,2018,2,1
12,110.0,2,9,12,3,13,5,2018,2,1
6,138.0,3,9,12,4,0,1,2018,2,0
40,201.95,0,3,25,4,2,1,2018,3,1
118,159.3,0,6,2,4,3,0,2018,3,1
238,95.63,2,9,3,4,2,2,2018,2,0
85,90.0,0,9,9,2,2,0,2017,1,0
7,72.25,0,6,20,3,3,1,2018,2,0
27,57.88,0,2,21,4,2,2,2018,1,0
269,70.0,0,12,29,3,3,2,2018,1,0
4,151.5,0,10,7,4,2,0,2018,2,0
24,77.25,1,1,29,4,2,1,2018,2,0
68,63.75,1,3,13,4,2,2,2018,2,0
104,68.42,0,4,19,4,3,0,2018,2,0
20,99.0,1,7,29,4,1,0,2018,2,0
257,101.5,0,7,1,3,2,0,2017,2,1
146,116.45,0,7,31,4,3,2,2018,2,1
39,101.5,0,8,14,3,2,0,2017,2,0
14,98.11,1,12,28,4,5,2,2018,2,0
12,85.0,0,12,19,3,2,2,2017,3,0
5,127.0,3,2,16,4,3,0,2018,3,0
70,106.25,3,4,4,4,3,1,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,0
61,88.4,0,12,3,4,3,2,2018,2,0
58,94.5,0,7,18,4,2,1,2018,2,1
6,90.0,0,8,24,4,2,1,2017,2,0
108,76.5,1,7,19,4,7,4,2017,2,1
37,75.0,1,10,28,3,4,0,2017,2,0
32,165.15,0,4,27,4,1,0,2018,2,0
60,75.0,0,3,20,3,2,2,2018,2,1
240,90.95,2,10,27,4,3,1,2018,2,0
18,151.0,2,8,6,4,2,2,2018,2,0
39,216.9,2,7,29,4,1,0,2018,2,0
100,140.0,1,9,28,3,4,0,2018,2,0
290,73.95,0,12,1,4,3,1,2018,2,1
191,132.0,0,6,3,3,2,1,2018,2,1
151,63.75,1,7,11,3,1,1,2018,2,1
212,63.11,1,8,16,4,5,2,2018,2,0
37,94.5,0,9,16,4,2,0,2017,2,0
208,80.75,0,7,30,4,2,2,2018,2,1
3,145.0,2,9,12,4,0,1,2018,1,0
230,109.65,0,9,18,4,2,2,2018,1,1
386,115.0,1,10,23,3,0,2,2018,2,1
49,60.0,0,11,9,3,3,1,2017,2,0
257,101.5,0,7,1,4,2,0,2017,2,1
164,116.45,3,9,9,3,4,2,2018,2,0
39,65.0,0,12,27,3,1,0,2018,2,0
180,100.0,1,5,2,3,1,1,2018,2,0
36,102.0,0,12,26,4,3,1,2018,2,1
36,89.1,2,6,1,4,1,0,2018,2,0
100,72.25,1,4,18,4,3,1,2018,2,0
79,92.65,1,4,2,4,3,2,2018,2,0
52,168.3,1,7,23,4,1,0,2018,3,0
292,115.0,0,7,21,4,2,0,2018,2,1
210,86.0,0,10,8,3,3,1,2017,2,1
19,90.0,0,10,6,3,3,0,2017,2,0
40,135.64,1,4,21,4,5,2,2018,3,0
39,114.8,0,1,9,3,1,2,2018,2,0
0,116.45,0,6,16,3,3,2,2018,2,0
40,94.5,2,9,19,4,2,2,2017,2,0
7,86.78,1,12,9,4,2,2,2018,2,0
52,127.37,1,11,9,4,3,0,2018,2,1
19,119.33,2,11,12,4,1,2,2018,2,0
95,81.5,0,3,23,4,3,0,2018,2,0
290,65.0,1,6,17,3,2,1,2018,1,0
66,75.0,0,10,9,3,2,1,2017,2,0
12,171.33,1,9,18,4,1,2,2018,2,0
8,80.85,2,9,8,4,2,0,2017,2,0
27,74.33,1,12,4,4,2,1,2017,2,0
5,90.0,0,10,19,3,2,1,2017,2,0
279,110.0,0,10,12,3,3,0,2018,2,1
85,57.0,0,2,6,4,1,1,2018,2,1
92,187.85,1,6,1,4,4,0,2018,2,0
7,108.33,1,6,13,4,2,1,2018,1,0
85,152.1,0,8,3,4,3,0,2018,3,1
54,66.5,0,10,16,3,2,2,2018,1,0
36,118.8,1,4,23,4,2,2,2018,2,0
99,168.3,0,9,5,4,4,1,2018,3,1
75,114.3,1,3,24,4,3,0,2018,2,0
25,64.67,1,12,2,4,2,2,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,1
101,87.67,3,6,8,4,4,0,2018,2,0
10,106.0,0,2,26,4,2,1,2018,2,1
205,86.63,0,7,21,4,2,0,2018,2,1
94,127.93,0,5,18,4,4,0,2018,2,1
66,58.0,1,2,11,3,2,0,2018,2,0
61,91.0,0,10,4,3,0,2,2017,2,0
185,122.4,1,10,5,4,2,0,2018,2,1
5,191.0,0,8,6,4,1,2,2018,3,0
9,159.0,2,8,15,4,2,1,2018,2,0
21,91.0,0,2,6,4,1,0,2018,2,1
4,87.0,1,11,27,4,2,1,2017,2,0
87,80.75,1,10,23,3,1,2,2018,2,0
3,138.5,0,7,11,3,1,2,2017,3,0
39,78.3,1,2,13,4,1,1,2018,2,0
11,95.0,0,5,23,4,0,1,2018,1,1
138,94.5,0,8,22,3,1,2,2017,2,0
57,132.6,1,5,15,4,3,2,2018,2,0
208,96.3,1,9,1,4,1,0,2018,2,1
1,90.0,0,9,9,2,2,0,2017,1,0
9,74.8,0,12,16,4,4,2,2018,2,0
309,65.0,0,5,13,3,2,1,2018,2,0
250,95.0,0,9,26,3,3,1,2018,2,1
13,87.0,1,2,18,3,3,0,2018,2,0
8,72.0,1,2,18,3,3,1,2018,2,0
249,96.3,0,10,28,4,2,1,2018,2,1
72,120.6,1,6,22,4,2,0,2018,2,0
97,150.3,1,8,5,4,2,1,2018,3,0
28,143.45,2,7,8,4,2,2,2018,2,0
132,162.0,2,9,22,4,3,0,2018,3,0
144,112.03,1,5,22,4,3,2,2018,2,0
1,106.0,3,8,20,4,2,0,2017,2,0
70,100.0,0,6,3,3,2,0,2018,2,0
94,132.6,1,5,17,4,4,0,2018,2,0
178,124.5,0,8,18,4,3,0,2018,1,1
188,130.0,0,6,15,3,2,0,2018,1,1
24,104.0,0,12,1,4,3,1,2018,2,0
256,76.67,0,9,14,3,2,1,2017,2,0
142,109.8,0,6,26,4,1,2,2018,2,0
259,89.0,0,10,5,3,4,0,2018,2,1
161,130.05,0,12,26,4,3,1,2018,2,0
68,73.95,0,3,10,4,3,1,2018,2,1
5,129.0,0,3,22,4,5,0,2018,2,1
9,65.0,0,12,10,2,1,0,2017,1,0
96,94.5,0,7,11,3,1,2,2017,2,0
11,141.0,2,8,20,4,1,1,2018,2,0
39,109.0,1,8,14,3,2,0,2017,2,0
52,132.9,0,7,8,4,2,1,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,1
0,138.0,0,8,13,4,1,0,2017,2,0
154,95.4,0,8,24,4,2,0,2018,2,1
3,90.0,0,9,9,2,2,0,2017,1,0
192,121.5,1,8,3,4,2,0,2018,2,1
191,116.0,0,6,3,3,2,1,2018,1,1
189,70.44,1,10,22,4,2,2,2018,2,0
13,179.5,0,3,26,4,2,2,2018,3,1
0,71.0,0,4,23,3,1,2,2018,2,0
87,152.1,1,8,1,4,6,3,2018,3,0
76,79.2,1,12,3,4,1,2,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,0
2,159.07,0,9,14,2,2,0,2018,1,0
8,144.33,0,3,26,4,1,2,2018,2,1
257,101.5,0,7,1,3,2,0,2017,2,1
138,122.4,2,8,17,4,4,1,2018,2,0
21,133.5,0,9,29,4,4,0,2017,2,1
43,126.9,0,5,9,4,2,1,2018,2,1
